Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Director,canonical_Agency,canonical_Source,canonical_Ounce of Prevention Description,canonical_ECE Available Programs,canonical_NAEYC Valid Until,canonical_Address,canonical_Head Start Fund,canonical_Column,canonical_Program Name,canonical_Program Option,canonical_Zip,canonical_Neighborhood,canonical_CC fund,canonical_Purple binder service type,canonical_Website,canonical_Column2,canonical_Eearly Head Start Fund,canonical_Phone,canonical_IDHS Provider ID,canonical_Site name,canonical_Id,canonical_Progmod,canonical_Executive Director,canonical_Center Director,canonical_Funded Enrollment,canonical_Fax,canonical_NAEYC Program Id,canonical_Length of Day,canonical_Email Address,canonical_Number per Site HS,canonical_Number per Site EHS 
99,0.99999922514,2167,DFSS_AgencySiteLies_2012.csv,Firman Community Services Firman House West,37 W. 47th St. ,60609,3733400,,,,,,,Firman Community Services,,,,,,,,,,, www.firmancs.org,Marguerite Young,Dontrease Thomas ,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'marguerite young',b'dontrease thomas',b'37 w 47th st',b'',b'',b'state pre-kindergarten',b'grand boulevard',b'60609',b'grand boulevard',b'yes',b'',b'no',b'child care',b'ms. donna skinner-echols',b'3733400',b'',b'firman community services - firman house west',b'115',b'no',"b'7076ps(hs collaboration with childcare & prek), 2759sa(schoo'",b'www.firmancs.org',b'firman community services',b'',b'',b'half day/full day',b'',b'',b''
594,0.902631958326,2168,DFSS_AgencySiteLies_2012.csv,Firman Community Services Firman West II SA 4644 S. Dearborn,4644 S. Dearborn ,60609,3733400,,,,,,,Firman Community Services,,,,,,,,,,, www.firmancs.org,Marguerite Young,Dontrease Thomas,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'marguerite young',b'dontrease thomas',b'4644 s dearborn',b'',b'',b'school age',b'grand boulevard',b'60609',b'',b'no',b'',b'yes',b'child care',b'latasha gentry',b'3733400',b'',b'firman community services firman west ii sa 4644 s. dearborn',b'1207',b'no',b'2760sa(school age (sa))',b'www.firmancs.org',b'firman community services',b'',b'',b'part day/full day',b'',b'',b''
1289,,2169,DFSS_AgencySiteLies_2012.csv,First Church of Love And Faith FIRST CHURCH OF LOVE AND FAITH#1,2140 W. 79th St. ,60620,2246800,,,,,,,First Church of Love And Faith,,,,,,,,,,,,Archbishop Lucius Hall,Barbara Mosley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,,2170,DFSS_AgencySiteLies_2012.csv,First Church of Love And Faith FIRST CHURCH OF LOVE AND FAITH#2,2141 W. 79th St. ,60200,8739155,,,,,,,First Church of Love And Faith,,,,,,,,,,,,Archbishop Lucius Hall,Barbara Mosley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,0.674044350783,2171,DFSS_AgencySiteLies_2012.csv,Gads Hill Center GH Cullerton Location,1919 W. Cullerton ,60608,2260963,,,,,,,Gads Hill Center,,,,,,,,,,,www.gadshillcenter.org,Barbara Castellan,Mr. Montes de Oca,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'barbara castellan',b'mr. montes de oca',b'1919 w cullerton',b'',b'',b'school age',b'lower west side',b'60608',b'',b'no',b'',b'yes',b'child care',b'mr. montes de oca',b'2260963',b'',b'gads hill center',b'1178',b'yes',b'2651sa(school age (sa))',b'www.gadshillcenter.org',b'gads hill center',b'',b'',b'part day/full day',b'',b'',b''
227,1.0,2172,DFSS_AgencySiteLies_2012.csv,Gads Hill Center GH Sinai Community Ogden,2653 W. Ogden ,60608,5211196,,,,,,,Gads Hill Center,,,,,,,,,,,www.gadshillcenter.org,Barbara Castellan,Rick Baldwin,,,,,,,b'',b'',b'ece chicago find a school scrape.csv',b'',b'cp',b'rick baldwin',b'2653 w. ogden',b'',b'',b'community partnerships',b'',b'60608',b'north lawndale',b'',b'',b'',b'',b'',b'5211196',b'',b'gads hill child care',b'2517',b'',b'',b'www.gadshillcenter.org',b'gads hill center',b'',b'',"b'8-11 hours, varies by facility'",b'',b'',b''
848,1.0,2173,DFSS_AgencySiteLies_2012.csv,Gads Hill Center Hunt's Early Childhood Educational Academy,2701 W 79th St. ,60652,8638260,,,,,,,Gads Hill Center,,,,,,,,,,,www.gadshillcenter.org,Barbara Castellan,Sallie Hunt ,,,,,,,b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'barbara castellan',b'sallie hunt',b'2701 w 79th st',b'',b'',b'',b'ashburn',b'60652',b'',b'yes',b'',b'no',b'',b'sallie hunt',b'8638260',b'',"b""gads hill center hunt's early childhood educational academy""",b'1720',b'no',b'',b'www.gadshillcenter.org',b'gads hill center',b'',b'',b'',b'',b'',b''
849,1.0,2174,DFSS_AgencySiteLies_2012.csv,Gads Hill Center Kove Learning Academy,3137 W 71st St. ,60629,4763083,,,,,,,Gads Hill Center,,,,,,,,,,,www.gadshillcenter.org,Barbara Castellan,Olivia Hargon ,,,,,,,b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'barbara castellan',b'olivia hargon',b'3137 w 71st st',b'',b'',b'',b'chicago lawn',b'60629',b'',b'yes',b'',b'no',b'',b'olivia hargon',b'4763083',b'',b'gads hill center kove learning academy',b'1721',b'no',b'',b'www.gadshillcenter.org',b'gads hill center',b'',b'',b'',b'',b'',b''
850,1.0,2175,DFSS_AgencySiteLies_2012.csv,Gads Hill Center M & E Daycare - 79th Street Day Care,3728 W 79th St. ,60652,5857979,,,,,,,Gads Hill Center,,,,,,,,,,,www.gadshillcenter.org,Barbara Castellan,Lisa Pearson,,,,,,,b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'barbara castellan',b'lisa pearson',b'3728 w 79th st',b'',b'',b'',b'ashburn',b'60652',b'',b'yes',b'',b'no',b'',b'lisa pearson',b'5857979',b'',b'gads hill center m & e daycare - 79th street day care',b'1722',b'no',b'',b'www.gadshillcenter.org',b'gads hill center',b'',b'',b'',b'',b'',b''
851,1.0,2176,DFSS_AgencySiteLies_2012.csv,Haymarket Center Haymarket Center,120 N Sangamon ,60607,2267984,,,,,,,Haymarket Center,,,,,,,,,,,www.hcenter.org,Bakahia Madison,Bakahia Madison,,,,,,,b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'bakahia madison',b'bakahia madison',b'120 n sangamon',b'',b'',b'',b'near west side',b'60607',b'',b'no',b'',b'no',b'',b'bakahia madison',b'2267984',b'',b'haymarket center haymarket center',b'1723',b'yes',b'',b'www.hcenter.org',b'haymarket center',b'',b'',b'',b'',b'',b''
852,1.0,2177,DFSS_AgencySiteLies_2012.csv,Haymarket Center Wholly Innocence Day Care Center,34 N. Sangamon ,60607,2267984,,,,,,,Haymarket Center,,,,,,,,,,,www.hcenter.org,Bakahia Madison,Bakahia Madison,,,,,,,b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'bakahia madison',b'bakahia madison',b'34 n sangamon',b'',b'',b'',b'near west side',b'60607',b'',b'no',b'',b'no',b'',b'bakahia madison',b'2267984',b'',b'haymarket center wholly innocence day care center',b'1724',b'no',"b'4343it(child care it center), 4343ps(child care ps center),'",b'www.hcenter.org',b'haymarket center',b'',b'',b'',b'',b'',b''
128,0.997533023357,2178,DFSS_AgencySiteLies_2012.csv,Healing Temple Healing Temple,4941 W. Chicago ,60651,2876964,,,,,,,Healing Temple,,,,,,,,,,,,Elizabeth Lockhart,Carole Smoot,,,,,,,b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'elizabeth lockhart',b'carole smoot',b'4941 w chicago',b'',b'',b'child care',b'austin',b'60651',b'',b'no',b'',b'no',b'',b'carole smoot',b'2876964',b'',b'healing temple healing temple',b'1725',b'yes',"b'5981ip(ehs collaboration enhanced home ip), 5982it(child car'",b'',b'healing temple',b'',b'',b'extended day',b'',b'',b''
853,1.0,2179,DFSS_AgencySiteLies_2012.csv,Hektoen Institute Early Head Start Program at Stroger Hospital,1900 W Polk ,60612,8646560,,,,,,,Hektoen Institute,,,,,,,,,,,,Grace Ortiz,Grace Ortiz,,,,,,,b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'grace ortiz',b'grace ortiz',b'1900 w polk',b'',b'',b'',b'near west side',b'60612',b'',b'no',b'',b'no',b'early head start',b'grace ortiz',b'8646560',b'',b'hektoen institute early head start program at stroger hospital',b'1730',b'yes',b'',b'',b'hektoen institute',b'',b'',b'',b'',b'',b''
854,1.0,2180,DFSS_AgencySiteLies_2012.csv,Henry Booth House All About Kids Learning Academy,514 E. 75th St. ,60619,8922800,,,,,,,Henry Booth House,,,,,,,,,,,www.henryboothhouse.org,Scott Perkins,Tess McKenzie ,,,,,,,b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'scott perkins',b'tess mckenzie',b'514 e 75th st',b'',b'',b'head start',b'greater grand crossing',b'60619',b'',b'yes',b'',b'no',b'',b'tess mckenzie',b'8922800',b'',b'henry booth house all about kids learning academy',b'777',b'no',b'',b'www.henryboothhouse.org',b'henry booth house',b'',b'',b'half day/full day',b'',b'',b''
855,1.0,2181,DFSS_AgencySiteLies_2012.csv,Henry Booth House Allison's,34 E. 115th St. ,60628,8404502,,,,,,,Henry Booth House,,,,,,,,,,,www.henryboothhouse.org,Scott Perkins,Allison Perkins ,,,,,,,b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'scott perkins',b'allison perkins',b'34 e 115th street',b'',b'',b'',b'roseland',b'60628',b'',b'yes',b'',b'no',b'',b'allison perkins',b'8404502',b'',"b""henry booth house allison's""",b'1732',b'no',b'',b'www.henryboothhouse.org',b'henry booth house',b'',b'',b'',b'',b'',b''
356,1.0,2182,DFSS_AgencySiteLies_2012.csv,Henry Booth House Allison's Infant Toddler,5522 S Racine ,60636,4363193,,,,,,,Henry Booth House,,,,,,,,,,,www.henryboothhouse.org,Scott Perkins,LaParish Woody ,,,,,,,b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'scott perkins',b'laparish woody',b'5522 s racine',b'',b'',b'head start',b'west englewood',b'60636',b'',b'yes',b'',b'no',b'',b'laparish woody',b'4363193',b'',"b""henry booth house allison's infant toddler""",b'792',b'no',b'',b'www.henryboothhouse.org',b'henry booth house',b'',b'',b'half day/full day',b'',b'',b''
354,1.0,2183,DFSS_AgencySiteLies_2012.csv,Henry Booth House Angel Wings,5365 W Noth ,60639,7450262,,,,,,,Henry Booth House,,,,,,,,,,,www.henryboothhouse.org,Scott Perkins,Lisa Collins,,,,,,,b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'scott perkins',b'lisa collins',b'5365 w north ave',b'',b'',b'head start',b'austin',b'60639',b'',b'yes',b'',b'no',b'',b'lisa collins',b'7450262',b'',b'henry booth house angel wings',b'784',b'no',b'',b'www.henryboothhouse.org',b'henry booth house',b'',b'',b'half day/full day',b'',b'',b''
856,1.0,2184,DFSS_AgencySiteLies_2012.csv,Henry Booth House Brite New Minds,112 E 51ST St. ,60615,,,,,,,,Henry Booth House,,,,,,,,,,,www.henryboothhouse.org,Scott Perkins,,,,,,,,b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'scott perkins',b'',b'112 e 51st street',b'',b'',b'',b'grand boulevard',b'60615',b'',b'yes',b'',b'no',b'',b'',b'',b'',b'henry booth house brite new minds',b'1735',b'no',b'',b'www.henryboothhouse.org',b'henry booth house',b'',b'',b'',b'',b'',b''
858,1.0,2185,DFSS_AgencySiteLies_2012.csv,Henry Booth House Bunnyland Land Day Care,545 W 119TH St. ,60628,5685200,,,,,,,Henry Booth House,,,,,,,,,,,www.henryboothhouse.org,Scott Perkins,Ms. Boykin,,,,,,,b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'scott perkins',b'ms. boykin',b'545 w 119th st',b'',b'',b'head start',b'west pullman',b'60628',b'',b'yes',b'',b'no',b'',b'ms. boykin',b'5685200',b'',b'henry booth house bunnyland land day care',b'789',b'no',b'',b'www.henryboothhouse.org',b'henry booth house',b'',b'',b'half day/full day',b'',b'',b''
859,1.0,2186,DFSS_AgencySiteLies_2012.csv,Henry Booth House Color For Tots,2550 E. 73rd St. ,60649,3638687,,,,,,,Henry Booth House,,,,,,,,,,,www.henryboothhouse.org,Scott Perkins,Cassandra Williams ,,,,,,,b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'scott perkins',b'cassandra williams',b'2550 e 73rd st',b'',b'',b'head start',b'south shore',b'60649',b'',b'yes',b'',b'no',b'',b'cassandra williams',b'3638687',b'',b'henry booth house color for tots',b'650',b'no',b'',b'www.henryboothhouse.org',b'henry booth house',b'',b'',b'half day/full day',b'',b'',b''
860,0.999999970198,2187,DFSS_AgencySiteLies_2012.csv,Henry Booth House Gina's Unbelievable,7239 S. Dobson ,60619,3242010,,,,,,,Henry Booth House,,,,,,,,,,,www.henryboothhouse.org,Scott Perkins,Gina Thomas ,,,,,,,b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'726339',b'scott perkins',b'gina thomas',b'7239 s. dobson avenue',b'',b'',b'',b'greater grand crossing',b'60619',b'',b'yes',b'thomag836@ameritech.net',b'no',b'',b'gina thomas',b'3242010',b'',"b""henry booth house gina's unbelievable""",b'2187',b'no',b'',b'www.henryboothhouse.org',b'henry booth house',b'',b'',b'',b'08/01/16',b'',b''
364,1.0,2188,DFSS_AgencySiteLies_2012.csv,Henry Booth House Granny's Day Care Center,645 W 127TH St. ,60628,2644800,,,,,,,Henry Booth House,,,,,,,,,,,www.henryboothhouse.org,Scott Perkins,Ms. Priscilla Bolling ,,,,,,,b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'scott perkins',b'ms. priscilla bolling',b'645 w 127th st',b'',b'',b'head start',b'west pullman',b'60628',b'',b'yes',b'',b'no',b'',b'ms. priscilla bolling',b'2644800',b'',"b""henry booth house granny's day care center""",b'816',b'no',b'',b'www.henryboothhouse.org',b'henry booth house',b'',b'',b'half day/full day',b'',b'',b''
898,1.0,2189,DFSS_AgencySiteLies_2012.csv,Henry Booth House Hegewisch,2725 E 130th St. ,60633,,,,,,,,Henry Booth House,,,,,,,,,,,www.henryboothhouse.org,Scott Perkins,,,,,,,,b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'scott perkins',b'',b'2725 e 130th',b'',b'',b'head start',b'hegewisch',b'60633',b'',b'yes',b'',b'yes',b'',b'',b'',b'',b'henry booth house hegewisch',b'664',b'no',"b'4358it(child care it center), 4358ps(child care ps center),'",b'www.henryboothhouse.org',b'henry booth house',b'',b'',b'half day/full day',b'',b'',b''
291,1.0,2190,DFSS_AgencySiteLies_2012.csv,Henry Booth House Hippity Hop Tiny Tots,11223 S. Halsted St. ,60628,7853340,,,,,,,Henry Booth House,,,,,,,,,,,www.henryboothhouse.org,Scott Perkins,Ms. Tuggle ,,,,,,,b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'scott perkins',b'ms. tuggle',b'11223 s halsted st',b'',b'',b'head start',b'roseland',b'60628',b'',b'yes',b'',b'no',b'',b'ms. tuggle',b'7853340',b'',b'henry booth house hippity hop tiny tots',b'529',b'no',b'',b'www.henryboothhouse.org',b'henry booth house',b'',b'',b'half day/full day',b'',b'',b''
373,1.0,2191,DFSS_AgencySiteLies_2012.csv,Henry Booth House Itsy Bitsy People Palace. Inc,7419 S. Cottage Grove Ave. ,60619,8467396,,,,,,,Henry Booth House,,,,,,,,,,,www.henryboothhouse.org,Scott Perkins,Ms. Whiting ,,,,,,,b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'scott perkins',b'ms. whiting',b'7419 s cottage grove ave',b'',b'',b'head start',b'greater grand crossing',b'60619',b'',b'yes',b'',b'no',b'',b'ms. whiting',b'8467396',b'',"b'henry booth house itsy bitsy people palace, inc'",b'843',b'no',b'',b'www.henryboothhouse.org',b'henry booth house',b'',b'',b'half day/full day',b'',b'',b''
386,1.0,2192,DFSS_AgencySiteLies_2012.csv,Henry Booth House Jelly Bean Learining Center-8501 S ASHLAND,8501 S Ashland ,60620,2395437,,,,,,,Henry Booth House,,,,,,,,,,,www.henryboothhouse.org,Scott Perkins,Ms. Donna Taylor ,,,,,,,b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'scott perkins',b'ms. donna taylor',b'8501 s ashland',b'',b'',b'head start',b'auburn gresham',b'60620',b'',b'yes',b'',b'no',b'',b'ms. donna taylor',b'2395437',b'',b'henry booth house jelly bean learining center-8501 s ashland',b'868',b'no',b'',b'www.henryboothhouse.org',b'henry booth house',b'',b'',b'half day/full day',b'',b'',b''
861,1.0,2193,DFSS_AgencySiteLies_2012.csv,Henry Booth House Jelly Bean-358-370 E 71st,358-370 E 71st. ,60636,8738888,,,,,,,Henry Booth House,,,,,,,,,,,www.henryboothhouse.org,Scott Perkins,Donna Taylor ,,,,,,,b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'scott perkins',b'donna taylor',b'358 370 e 71st',b'',b'',b'',b'greater grand crossing',b'60636',b'',b'yes',b'',b'no',b'',b'donna taylor',b'8738888',b'',b'henry booth house jelly bean-358-370 e 71st',b'1744',b'no',b'',b'www.henryboothhouse.org',b'henry booth house',b'',b'',b'',b'',b'',b''
344,1.0,2194,DFSS_AgencySiteLies_2012.csv,Henry Booth House Jones Academy,4344 S. Wentworth Ave. ,60609,5363757,,,,,,,Henry Booth House,,,,,,,,,,,www.henryboothhouse.org,Scott Perkins,Felicia Jones,,,,,,,b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'scott perkins',b'felicia jones',b'4344 s wentworth ave',b'',b'',b'head start',b'fuller park',b'60609',b'',b'yes',b'',b'no',b'',b'felicia jones',b'5363757',b'',b'henry booth house jones academy',b'742',b'no',b'',b'www.henryboothhouse.org',b'henry booth house',b'',b'',b'half day/full day',b'',b'',b''
296,1.0,2195,DFSS_AgencySiteLies_2012.csv,Henry Booth House Kids Place II,1318 W 95TH St. ,60643,4456500,,,,,,,Henry Booth House,,,,,,,,,,,www.henryboothhouse.org,Scott Perkins,Ms. Porter ,,,,,,,b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'scott perkins',b'ms. porter',b'1318 w 95th st',b'',b'',b'head start',b'washington heights',b'60643',b'',b'yes',b'',b'no',b'',b'ms. porter',b'4456500',b'',b'henry booth house kids place ii',b'550',b'no',b'',b'www.henryboothhouse.org',b'henry booth house',b'',b'',b'half day/full day',b'',b'',b''
294,1.0,2196,DFSS_AgencySiteLies_2012.csv,Henry Booth House Kids R First 1155 W 81st,1155 W. 81st St. ,60620,7838080,,,,,,,Henry Booth House,,,,,,,,,,,www.henryboothhouse.org,Scott Perkins,Wilborn ,,,,,,,b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'scott perkins',b'wilborn',b'1155 w 81st street',b'',b'',b'',b'auburn gresham',b'60620',b'',b'yes',b'',b'no',b'',b'wilborn',b'7838080',b'',b'henry booth house kids r first 1155 w 81st',b'1747',b'no',b'',b'www.henryboothhouse.org',b'henry booth house',b'',b'',b'',b'',b'',b''
862,1.0,2197,DFSS_AgencySiteLies_2012.csv,Henry Booth House Kids R First 7838 S Halsted,7838 S Halsted ,60620,4889443,,,,,,,Henry Booth House,,,,,,,,,,,www.henryboothhouse.org,Scott Perkins,Ms. Jones ,,,,,,,b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'scott perkins',b'ms. jones',b'7838 s halsted',b'',b'',b'',b'auburn gresham',b'60620',b'',b'yes',b'',b'no',b'',b'ms. jones',b'4889443',b'',b'henry booth house kids r first 7838 s halsted',b'1748',b'no',b'',b'www.henryboothhouse.org',b'henry booth house',b'',b'',b'',b'',b'',b''
303,1.0,2198,DFSS_AgencySiteLies_2012.csv,Henry Booth House Lakeview Development Center,1531 W Lawrence ,60640,,,,,,,,Henry Booth House,,,,,,,,,,,www.henryboothhouse.org,Scott Perkins,,,,,,,,b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'scott perkins',b'',b'1531 w lawrence',b'',b'',b'head start',b'uptown',b'60640',b'',b'yes',b'',b'no',b'',b'',b'',b'',b'henry booth house lakeview development center',b'576',b'no',b'',b'www.henryboothhouse.org',b'henry booth house',b'',b'',b'half day/full day',b'',b'',b''
366,1.0,2199,DFSS_AgencySiteLies_2012.csv,Henry Booth House Little Angels Family DayCare,6701 S. Emerald Ave. ,60621,4888777,,,,,,,Henry Booth House,,,,,,,,,,,www.henryboothhouse.org,Scott Perkins,NaShone Greer,,,,,,,b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'scott perkins',b'nashone greer',b'6701 s emerald ave',b'',b'',b'head start',b'englewood',b'60621',b'',b'yes',b'',b'no',b'',b'nashone greer',b'4888777',b'',b'henry booth house little angels family daycare',b'820',b'no',b'',b'www.henryboothhouse.org',b'henry booth house',b'',b'',b'half day/full day',b'',b'',b''
863,1.0,2200,DFSS_AgencySiteLies_2012.csv,Henry Booth House Little Folks Day Care,2527 E 73RD St. ,60649,,,,,,,,Henry Booth House,,,,,,,,,,,www.henryboothhouse.org,Scott Perkins,,,,,,,,b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'scott perkins',b'',b'2527 e 73rd street',b'',b'',b'',b'south shore',b'60649',b'',b'yes',b'',b'no',b'',b'',b'',b'',b'henry booth house little folks day care',b'1752',b'no',b'',b'www.henryboothhouse.org',b'henry booth house',b'',b'',b'',b'',b'',b''
380,1.0,2201,DFSS_AgencySiteLies_2012.csv,Henry Booth House Little Hands & Feet,7801 S Wolcott ,60620,9948561,,,,,,,Henry Booth House,,,,,,,,,,,www.henryboothhouse.org,Scott Perkins,Ms. Doyle ,,,,,,,b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'scott perkins',b'ms. doyle',b'7801 s wolcott',b'',b'',b'head start',b'auburn gresham',b'60620',b'',b'yes',b'',b'no',b'',b'ms. doyle',b'9948561',b'',b'henry booth house little hands & feet',b'853',b'no',b'',b'www.henryboothhouse.org',b'henry booth house',b'',b'',b'half day/full day',b'',b'',b''
299,1.0,2202,DFSS_AgencySiteLies_2012.csv,Henry Booth House Little Hands and Feet II (87th),1414 W 87TH St. ,60620,2392322,,,,,,,Henry Booth House,,,,,,,,,,,www.henryboothhouse.org,Scott Perkins,Ms. Jackson ,,,,,,,b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'scott perkins',b'ms. jackson',b'1414 w 87th st',b'',b'',b'head start',b'auburn gresham',b'60620',b'',b'yes',b'',b'no',b'',b'ms. jackson',b'2392322',b'',b'henry booth house little hands and feet ii (87th)',b'562',b'no',b'',b'www.henryboothhouse.org',b'henry booth house',b'',b'',b'half day/full day',b'',b'',b''
323,1.0,2203,DFSS_AgencySiteLies_2012.csv,Henry Booth House Little Leaders of Tomorrow I - Mayfield,301 N. Mayfield Ave. ,60644,3788302,,,,,,,Henry Booth House,,,,,,,,,,,www.henryboothhouse.org,Scott Perkins,Ms. Navy,,,,,,,b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'scott perkins',b'ms. navy',b'301 n mayfield ave',b'',b'',b'head start',b'austin',b'60644',b'',b'yes',b'',b'no',b'',b'ms. navy',b'3788302',b'',b'henry booth house little leaders of tomorrow i - mayfield',b'683',b'no',b'',b'www.henryboothhouse.org',b'henry booth house',b'',b'',b'half day/full day',b'',b'',b''
864,1.0,2204,DFSS_AgencySiteLies_2012.csv,Henry Booth House Living Witness,4259 N Laramie ,60641,,,,,,,,Henry Booth House,,,,,,,,,,,www.henryboothhouse.org,Scott Perkins,,,,,,,,b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'scott perkins',b'',b'4259 n laramie',b'',b'',b'',b'portage park',b'60641',b'',b'yes',b'',b'no',b'',b'',b'',b'',b'henry booth house living witness',b'1756',b'no',b'',b'www.henryboothhouse.org',b'henry booth house',b'',b'',b'',b'',b'',b''
311,1.0,2205,DFSS_AgencySiteLies_2012.csv,Henry Booth House Loop,2001 S Michigan ,60616,2258828,,,,,,,Henry Booth House,,,,,,,,,,,www.henryboothhouse.org,Scott Perkins,Ms. Gregg,,,,,,,b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'scott perkins',b'ms. gregg',b'2001 s michigan',b'',b'',b'head start',b'near south side',b'60616',b'',b'yes',b'',b'no',b'',b'ms. gregg',b'2258828',b'',b'henry booth house loop',b'615',b'no',b'',b'www.henryboothhouse.org',b'henry booth house',b'',b'',b'half day/full day',b'',b'',b''
865,1.0,2206,DFSS_AgencySiteLies_2012.csv,Henry Booth House Love N Learn Academy,723-725 E 75TH St. ,60619,7230338,,,,,,,Henry Booth House,,,,,,,,,,,www.henryboothhouse.org,Scott Perkins,Ms. Blanton & Ms. Johnson,,,,,,,b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'scott perkins',b'ms. blanton & ms. johnson',b'723 725 e 75th street',b'',b'',b'',b'greater grand crossing',b'60619',b'',b'yes',b'',b'no',b'',b'ms. blanton & ms. johnson',b'7230338',b'',b'henry booth house love n learn academy',b'1758',b'no',b'',b'www.henryboothhouse.org',b'henry booth house',b'',b'',b'',b'',b'',b''
76,0.999967435996,2207,DFSS_AgencySiteLies_2012.csv,Henry Booth House Near South,2929 S. Wabash ,60616,7910424,,,,,,,Henry Booth House,,,,,,,,,,,www.henryboothhouse.org,Scott Perkins,Ms. Newsome,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'scott perkins',b'ms. newsome',b'2929 s wabash',b'',b'',b'community partnerships',b'douglas',b'60616',b'douglas',b'yes',b'',b'no',b'child care',b'ms. newsome',b'7910424',b'',b'henry booth house - near south / henry booth',b'3167',b'no',b'7013ps(hs collaboration with childcare)',b'www.henryboothhouse.org',b'henry booth house',b'',b'',"b'8-11 hours, varies by facility'",b'',b'',b''
866,1.0,2208,DFSS_AgencySiteLies_2012.csv,Henry Booth House New Pisgah,8130 S Racine ,60620,8735392,,,,,,,Henry Booth House,,,,,,,,,,,www.henryboothhouse.org,Scott Perkins,Mr. S. Smith,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'scott perkins',b'mr. s. smith',b'8130 s racine ave',b'',b'',b'child care',b'auburn gresham',b'60620',b'',b'yes',b'',b'no',b'',b'mr. s. smith',b'8735392',b'',b'henry booth house - new pisgah',b'182',b'no',b'',b'www.henryboothhouse.org',b'henry booth house',b'',b'',b'extended day',b'',b'',b''
184,1.0,2209,DFSS_AgencySiteLies_2012.csv,Henry Booth House Home of Life Community North Kenwood Day Care Center,857 E Pershing ,60653,,,,,,,,Henry Booth House,,,,,,,,,,,www.henryboothhouse.org,Scott Perkins,,,,,,,,b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'scott perkins',b'',b'857 e pershing',b'',b'',b'',b'oakland',b'60653',b'oakland',b'yes',b'',b'no',b'',b'',b'2682223',b'',b'henry booth house north kenwood day care center',b'2209',b'no',b'',b'www.henryboothhouse.org',b'henry booth house',b'',b'',b'',b'',b'',b''
